event_name,event_start_at,event_end_at,receiver_uid,event_type,event_time,first_follow,bind_date,brand_id
測試B,2022-09-16,2022-09-30,U8579f39cf6147aeed0dcdd7a1fee86cd,enter,2022-09-20 15:21:59,,2022-07-21 17:08:53,1
測試B,2022-09-16,2022-09-30,U4bfdb08a3b3aecf643579448a76481c1,enter,2022-09-20 15:20:05,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,U213383cf1a10df1491e0aca533a22489,enter,2022-09-20 15:17:57,2020-07-14 15:17:43,2022-08-02 15:00:16,1
測試B,2022-09-16,2022-09-30,Ue7068eeabc1fc9892223ae80e5ff6d36,enter,2022-09-20 15:17:20,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,U7005fd7a346bed9f2990a8676d665f33,enter,2022-09-20 15:15:20,2021-08-26 14:13:30,2021-09-06 22:34:00,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Uaf43b018962146e9532319d6d9aa7ce5,enter,2022-09-20 15:15:03,2020-09-03 21:54:26,2021-07-06 12:38:19,1
測試B,2022-09-16,2022-09-30,U213383cf1a10df1491e0aca533a22489,enter,2022-09-20 15:14:41,2020-07-14 15:17:43,2022-08-02 15:00:16,1
測試B,2022-09-16,2022-09-30,U6920171de4b088d2f719be0caf888bdf,enter,2022-09-20 15:13:50,2022-04-27 19:23:15,,1
測試B,2022-09-16,2022-09-30,U31caa7a38bbceb461f8b7c069c4ec46f,enter,2022-09-20 15:12:23,,2021-11-10 21:40:18,1
測試B,2022-09-16,2022-09-30,U31caa7a38bbceb461f8b7c069c4ec46f,enter,2022-09-20 15:11:30,,2021-11-10 21:40:18,1
測試B,2022-09-16,2022-09-30,Uf164313ee42902771267bf5e3e45f4b2,enter,2022-09-20 15:09:18,2020-03-11 11:47:38,2022-09-08 17:07:22,1
測試B,2022-09-16,2022-09-30,U26f8b1472eb7fa88d63786b17ed679cd,enter,2022-09-20 15:08:42,,2019-04-08 23:11:14,1
測試B,2022-09-16,2022-09-30,U213383cf1a10df1491e0aca533a22489,enter,2022-09-20 15:08:31,2020-07-14 15:17:43,2022-08-02 15:00:16,1
測試B,2022-09-16,2022-09-30,U3d86bf4d78c59abd1433e6dd2bd9105a,enter,2022-09-20 15:08:21,2021-04-23 01:38:04,,1
測試B,2022-09-16,2022-09-30,U3a61e4fe6dcc5517193f8b997ecddcfd,enter,2022-09-20 15:07:51,2021-04-22 22:51:27,,1
測試B,2022-09-16,2022-09-30,U8579f39cf6147aeed0dcdd7a1fee86cd,enter,2022-09-20 15:07:10,,2022-07-21 17:08:53,1
測試B,2022-09-16,2022-09-30,U773db374149b777d511dcf37743233ed,enter,2022-09-20 15:05:55,2021-06-10 16:24:16,2021-07-07 18:25:57,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Uaf43b018962146e9532319d6d9aa7ce5,enter,2022-09-20 15:02:51,2020-09-03 21:54:26,2021-07-06 12:38:19,1
測試B,2022-09-16,2022-09-30,U625856a34d956243958c053a3566d537,enter,2022-09-20 15:00:40,2022-07-06 10:51:58,2022-09-22 10:09:45,1
測試B,2022-09-16,2022-09-30,U213383cf1a10df1491e0aca533a22489,enter,2022-09-20 14:59:13,2020-07-14 15:17:43,2022-08-02 15:00:16,1
測試B,2022-09-16,2022-09-30,U26f8b1472eb7fa88d63786b17ed679cd,enter,2022-09-20 14:58:46,,2019-04-08 23:11:14,1
測試B,2022-09-16,2022-09-30,U8579f39cf6147aeed0dcdd7a1fee86cd,enter,2022-09-20 14:57:27,,2022-07-21 17:08:53,1
測試B,2022-09-16,2022-09-30,U26f8b1472eb7fa88d63786b17ed679cd,enter,2022-09-20 14:57:05,,2019-04-08 23:11:14,1
測試B,2022-09-16,2022-09-30,U3d86bf4d78c59abd1433e6dd2bd9105a,enter,2022-09-20 14:56:51,2021-04-23 01:38:04,,1
測試B,2022-09-16,2022-09-30,U213383cf1a10df1491e0aca533a22489,enter,2022-09-20 14:56:40,2020-07-14 15:17:43,2022-08-02 15:00:16,1
測試B,2022-09-16,2022-09-30,U213383cf1a10df1491e0aca533a22489,enter,2022-09-20 14:53:30,2020-07-14 15:17:43,2022-08-02 15:00:16,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Uaf43b018962146e9532319d6d9aa7ce5,enter,2022-09-20 14:53:16,2020-09-03 21:54:26,2021-07-06 12:38:19,1
測試B,2022-09-16,2022-09-30,U6622a6346e70fb8c0e8bb14e1008fa02,enter,2022-09-20 14:53:01,,2018-04-06 13:49:47,1
測試B,2022-09-16,2022-09-30,U625856a34d956243958c053a3566d537,enter,2022-09-20 14:51:04,2022-07-06 10:51:58,2022-09-22 10:09:45,1
測試B,2022-09-16,2022-09-30,U213383cf1a10df1491e0aca533a22489,enter,2022-09-20 14:50:59,2020-07-14 15:17:43,2022-08-02 15:00:16,1
測試B,2022-09-16,2022-09-30,U6622a6346e70fb8c0e8bb14e1008fa02,enter,2022-09-20 14:50:41,,2018-04-06 13:49:47,1
測試B,2022-09-16,2022-09-30,U3a61e4fe6dcc5517193f8b997ecddcfd,push,2022-09-20 14:50:34,2021-04-22 22:51:27,,1
測試B,2022-09-16,2022-09-30,U3a61e4fe6dcc5517193f8b997ecddcfd,enter,2022-09-20 14:50:34,2021-04-22 22:51:27,,1
測試B,2022-09-16,2022-09-30,U8579f39cf6147aeed0dcdd7a1fee86cd,enter,2022-09-20 14:50:11,,2022-07-21 17:08:53,1
測試B,2022-09-16,2022-09-30,U4bfdb08a3b3aecf643579448a76481c1,enter,2022-09-20 14:48:46,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,U3d86bf4d78c59abd1433e6dd2bd9105a,enter,2022-09-20 14:46:55,2021-04-23 01:38:04,,1
測試B,2022-09-16,2022-09-30,Ua459f9806408ef3c49574df52a6db824,enter,2022-09-20 14:46:46,2021-09-23 23:26:42,2022-08-30 16:20:37,1
測試B,2022-09-16,2022-09-30,U8579f39cf6147aeed0dcdd7a1fee86cd,enter,2022-09-20 14:45:41,,2022-07-21 17:08:53,1
測試B,2022-09-16,2022-09-30,U6622a6346e70fb8c0e8bb14e1008fa02,enter,2022-09-20 14:44:14,,2018-04-06 13:49:47,1
測試B,2022-09-16,2022-09-30,U213383cf1a10df1491e0aca533a22489,enter,2022-09-20 14:40:27,2020-07-14 15:17:43,2022-08-02 15:00:16,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U5259781f65abead12ff7b5799adb17b8,enter,2022-09-20 14:35:31,,2019-03-06 20:49:34,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U5259781f65abead12ff7b5799adb17b8,enter,2022-09-20 14:32:45,,2019-03-06 20:49:34,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Uaf43b018962146e9532319d6d9aa7ce5,enter,2022-09-20 14:32:07,2020-09-03 21:54:26,2021-07-06 12:38:19,1
測試B,2022-09-16,2022-09-30,Uecf5676bde8f2a5473c48820e2ec4a78,enter,2022-09-20 14:28:56,2021-08-11 23:24:19,2021-09-05 17:32:23,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Uc4945de81a88b6068764d71ea1c923cf,enter,2022-09-20 14:28:53,2022-05-04 15:51:57,2022-05-04 15:52:38,1
測試B,2022-09-16,2022-09-30,U6622a6346e70fb8c0e8bb14e1008fa02,enter,2022-09-20 14:27:50,,2018-04-06 13:49:47,1
測試B,2022-09-16,2022-09-30,Uf164313ee42902771267bf5e3e45f4b2,enter,2022-09-20 14:27:11,2020-03-11 11:47:38,2022-09-08 17:07:22,1
測試B,2022-09-16,2022-09-30,U425e726360631db3cdfb11794db2db4b,enter,2022-09-20 14:26:24,,2021-06-08 11:48:03,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U4a813f88cd72060425b26e784d0ec3fd,enter,2022-09-20 14:25:15,,2021-07-24 18:37:41,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U4a813f88cd72060425b26e784d0ec3fd,enter,2022-09-20 14:22:23,,2021-07-24 18:37:41,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Uaf43b018962146e9532319d6d9aa7ce5,enter,2022-09-20 14:21:42,2020-09-03 21:54:26,2021-07-06 12:38:19,1
測試B,2022-09-16,2022-09-30,U8579f39cf6147aeed0dcdd7a1fee86cd,enter,2022-09-20 14:19:05,,2022-07-21 17:08:53,1
測試B,2022-09-16,2022-09-30,U8579f39cf6147aeed0dcdd7a1fee86cd,enter,2022-09-20 14:15:47,,2022-07-21 17:08:53,1
測試B,2022-09-16,2022-09-30,U6813dbf931283dda16dc69e3de64622d,enter,2022-09-20 14:15:42,2021-10-21 13:26:48,,1
測試B,2022-09-16,2022-09-30,U8579f39cf6147aeed0dcdd7a1fee86cd,enter,2022-09-20 14:11:42,,2022-07-21 17:08:53,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U4a813f88cd72060425b26e784d0ec3fd,enter,2022-09-20 14:11:03,,2021-07-24 18:37:41,1
測試B,2022-09-16,2022-09-30,U1739ae99c01336ee785b01b79a06278a,enter,2022-09-20 14:02:39,,2017-01-26 16:17:28,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Ub74e5e631bd84ab5ba8f5833b00029f0,enter,2022-09-20 14:02:12,2022-02-10 13:29:17,2022-03-17 19:17:29,1
測試B,2022-09-16,2022-09-30,Uddab0b480dfdac2f79e926769c415671,enter,2022-09-20 13:52:50,2021-08-30 18:37:33,2021-11-24 13:16:12,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Uc4945de81a88b6068764d71ea1c923cf,enter,2022-09-20 13:48:59,2022-05-04 15:51:57,2022-05-04 15:52:38,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 13:43:24,2020-08-07 13:24:32,2022-03-07 19:49:49,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U9804a035d8075872af542e177e5cda02,enter,2022-09-20 13:42:18,2021-06-30 14:39:08,2021-06-30 14:40:48,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 13:40:33,2020-08-07 13:24:32,2022-03-07 19:49:49,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 13:38:39,2020-08-07 13:24:32,2022-03-07 19:49:49,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 13:36:44,2020-08-07 13:24:32,2022-03-07 19:49:49,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U779cdf337865d14c9fe59c8e655166ba,enter,2022-09-20 13:36:22,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 13:35:01,2020-08-07 13:24:32,2022-03-07 19:49:49,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U779cdf337865d14c9fe59c8e655166ba,enter,2022-09-20 13:34:25,,0000-00-00 00:00:00,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U4a813f88cd72060425b26e784d0ec3fd,enter,2022-09-20 13:32:34,,2021-07-24 18:37:41,1
測試B,2022-09-16,2022-09-30,U8579f39cf6147aeed0dcdd7a1fee86cd,enter,2022-09-20 13:29:21,,2022-07-21 17:08:53,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U779cdf337865d14c9fe59c8e655166ba,push,2022-09-20 13:28:18,,0000-00-00 00:00:00,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U779cdf337865d14c9fe59c8e655166ba,enter,2022-09-20 13:28:18,,0000-00-00 00:00:00,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U1fe8d2a1639b9f18ce47ade77d147ef5,enter,2022-09-20 13:20:27,2021-09-16 11:56:11,2021-09-16 11:56:57,1
測試B,2022-09-16,2022-09-30,U8579f39cf6147aeed0dcdd7a1fee86cd,enter,2022-09-20 13:18:06,,2022-07-21 17:08:53,1
測試B,2022-09-16,2022-09-30,U6611d2e9016941f5604d4bef2a74f0b1,enter,2022-09-20 13:17:17,2022-01-25 17:00:12,2022-01-25 17:01:13,1
測試B,2022-09-16,2022-09-30,U6ba991b305a286c078bdd3824e59ddbb,enter,2022-09-20 13:15:28,,2022-07-26 15:02:36,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Ub74e5e631bd84ab5ba8f5833b00029f0,enter,2022-09-20 13:12:05,2022-02-10 13:29:17,2022-03-17 19:17:29,1
測試B,2022-09-16,2022-09-30,U7e24213a5873b531105ad4a46c338688,enter,2022-09-20 13:09:11,,2020-04-15 22:57:35,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Ub74e5e631bd84ab5ba8f5833b00029f0,enter,2022-09-20 13:07:09,2022-02-10 13:29:17,2022-03-17 19:17:29,1
測試B,2022-09-16,2022-09-30,Uea0283f82ce1ed736ba640a1f08aed4d,enter,2022-09-20 13:05:28,,2021-10-11 22:48:40,1
測試B,2022-09-16,2022-09-30,U8579f39cf6147aeed0dcdd7a1fee86cd,enter,2022-09-20 13:05:18,,2022-07-21 17:08:53,1
測試B,2022-09-16,2022-09-30,U8579f39cf6147aeed0dcdd7a1fee86cd,enter,2022-09-20 13:02:41,,2022-07-21 17:08:53,1
測試B,2022-09-16,2022-09-30,U26f8b1472eb7fa88d63786b17ed679cd,enter,2022-09-20 12:58:02,,2019-04-08 23:11:14,1
測試B,2022-09-16,2022-09-30,Uea0283f82ce1ed736ba640a1f08aed4d,enter,2022-09-20 12:55:53,,2021-10-11 22:48:40,1
測試B,2022-09-16,2022-09-30,Uecf5676bde8f2a5473c48820e2ec4a78,enter,2022-09-20 12:52:33,2021-08-11 23:24:19,2021-09-05 17:32:23,1
測試B,2022-09-16,2022-09-30,U7e24213a5873b531105ad4a46c338688,enter,2022-09-20 12:35:58,,2020-04-15 22:57:35,1
測試B,2022-09-16,2022-09-30,U31caa7a38bbceb461f8b7c069c4ec46f,enter,2022-09-20 12:31:08,,2021-11-10 21:40:18,1
測試B,2022-09-16,2022-09-30,U26f8b1472eb7fa88d63786b17ed679cd,enter,2022-09-20 12:28:34,,2019-04-08 23:11:14,1
測試B,2022-09-16,2022-09-30,U3d86bf4d78c59abd1433e6dd2bd9105a,enter,2022-09-20 12:27:14,2021-04-23 01:38:04,,1
測試B,2022-09-16,2022-09-30,U26f8b1472eb7fa88d63786b17ed679cd,enter,2022-09-20 12:24:48,,2019-04-08 23:11:14,1
測試B,2022-09-16,2022-09-30,U26f8b1472eb7fa88d63786b17ed679cd,enter,2022-09-20 12:23:24,,2019-04-08 23:11:14,1
測試B,2022-09-16,2022-09-30,U3d86bf4d78c59abd1433e6dd2bd9105a,enter,2022-09-20 12:21:33,2021-04-23 01:38:04,,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Uaf43b018962146e9532319d6d9aa7ce5,enter,2022-09-20 12:15:14,2020-09-03 21:54:26,2021-07-06 12:38:19,1
測試B,2022-09-16,2022-09-30,U0841647413099aae85e200808513b729,enter,2022-09-20 12:09:32,2022-07-11 15:26:18,,1
測試B,2022-09-16,2022-09-30,U85ca8a7e1b720b25ea4013acb3b39a69,enter,2022-09-20 12:06:04,2021-06-08 11:03:19,2017-05-31 19:36:41,1
測試B,2022-09-16,2022-09-30,Ue7068eeabc1fc9892223ae80e5ff6d36,enter,2022-09-20 12:01:03,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,Ue7068eeabc1fc9892223ae80e5ff6d36,enter,2022-09-20 12:00:17,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,Uecf5676bde8f2a5473c48820e2ec4a78,enter,2022-09-20 11:59:58,2021-08-11 23:24:19,2021-09-05 17:32:23,1
測試B,2022-09-16,2022-09-30,Ue7068eeabc1fc9892223ae80e5ff6d36,enter,2022-09-20 11:58:20,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 11:57:53,2020-08-07 13:24:32,2022-03-07 19:49:49,1
測試B,2022-09-16,2022-09-30,Uecf5676bde8f2a5473c48820e2ec4a78,enter,2022-09-20 11:57:02,2021-08-11 23:24:19,2021-09-05 17:32:23,1
測試B,2022-09-16,2022-09-30,Ue7068eeabc1fc9892223ae80e5ff6d36,enter,2022-09-20 11:56:57,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 11:54:21,2020-08-07 13:24:32,2022-03-07 19:49:49,1
測試B,2022-09-16,2022-09-30,U3d86bf4d78c59abd1433e6dd2bd9105a,enter,2022-09-20 11:54:20,2021-04-23 01:38:04,,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Uaf43b018962146e9532319d6d9aa7ce5,enter,2022-09-20 11:52:45,2020-09-03 21:54:26,2021-07-06 12:38:19,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U4a813f88cd72060425b26e784d0ec3fd,enter,2022-09-20 11:52:00,,2021-07-24 18:37:41,1
測試B,2022-09-16,2022-09-30,U26f8b1472eb7fa88d63786b17ed679cd,enter,2022-09-20 11:50:44,,2019-04-08 23:11:14,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 11:49:26,2020-08-07 13:24:32,2022-03-07 19:49:49,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 11:46:14,2020-08-07 13:24:32,2022-03-07 19:49:49,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Uaf43b018962146e9532319d6d9aa7ce5,enter,2022-09-20 11:43:51,2020-09-03 21:54:26,2021-07-06 12:38:19,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 11:42:59,2020-08-07 13:24:32,2022-03-07 19:49:49,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U3b69c696879f5b9069a5888a948ffc87,push,2022-09-20 11:42:28,2022-04-12 23:41:03,,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U3b69c696879f5b9069a5888a948ffc87,enter,2022-09-20 11:42:28,2022-04-12 23:41:03,,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 11:39:34,2020-08-07 13:24:32,2022-03-07 19:49:49,1
測試B,2022-09-16,2022-09-30,U625856a34d956243958c053a3566d537,enter,2022-09-20 11:36:24,2022-07-06 10:51:58,2022-09-22 10:09:45,1
測試B,2022-09-16,2022-09-30,Ue7068eeabc1fc9892223ae80e5ff6d36,enter,2022-09-20 11:35:05,,0000-00-00 00:00:00,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U4a813f88cd72060425b26e784d0ec3fd,enter,2022-09-20 11:33:09,,2021-07-24 18:37:41,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Uaf43b018962146e9532319d6d9aa7ce5,enter,2022-09-20 11:33:05,2020-09-03 21:54:26,2021-07-06 12:38:19,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 11:32:01,2020-08-07 13:24:32,2022-03-07 19:49:49,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Uaf43b018962146e9532319d6d9aa7ce5,enter,2022-09-20 11:31:58,2020-09-03 21:54:26,2021-07-06 12:38:19,1
測試B,2022-09-16,2022-09-30,U3d86bf4d78c59abd1433e6dd2bd9105a,enter,2022-09-20 11:31:39,2021-04-23 01:38:04,,1
測試B,2022-09-16,2022-09-30,U625856a34d956243958c053a3566d537,push,2022-09-20 11:31:26,2022-07-06 10:51:58,2022-09-22 10:09:45,1
測試B,2022-09-16,2022-09-30,U625856a34d956243958c053a3566d537,enter,2022-09-20 11:31:26,2022-07-06 10:51:58,2022-09-22 10:09:45,1
測試B,2022-09-16,2022-09-30,Ue7068eeabc1fc9892223ae80e5ff6d36,enter,2022-09-20 11:31:13,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 11:29:39,2020-08-07 13:24:32,2022-03-07 19:49:49,1
測試B,2022-09-16,2022-09-30,Ue7068eeabc1fc9892223ae80e5ff6d36,enter,2022-09-20 11:28:52,,0000-00-00 00:00:00,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U4a813f88cd72060425b26e784d0ec3fd,enter,2022-09-20 11:28:50,,2021-07-24 18:37:41,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U4a813f88cd72060425b26e784d0ec3fd,enter,2022-09-20 11:27:24,,2021-07-24 18:37:41,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 11:26:12,2020-08-07 13:24:32,2022-03-07 19:49:49,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Uaf43b018962146e9532319d6d9aa7ce5,enter,2022-09-20 11:25:01,2020-09-03 21:54:26,2021-07-06 12:38:19,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U4a813f88cd72060425b26e784d0ec3fd,enter,2022-09-20 11:24:48,,2021-07-24 18:37:41,1
測試B,2022-09-16,2022-09-30,U26f8b1472eb7fa88d63786b17ed679cd,enter,2022-09-20 11:21:52,,2019-04-08 23:11:14,1
測試B,2022-09-16,2022-09-30,U26f8b1472eb7fa88d63786b17ed679cd,enter,2022-09-20 11:20:07,,2019-04-08 23:11:14,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U4a813f88cd72060425b26e784d0ec3fd,enter,2022-09-20 11:19:37,,2021-07-24 18:37:41,1
測試B,2022-09-16,2022-09-30,U26f8b1472eb7fa88d63786b17ed679cd,enter,2022-09-20 11:18:43,,2019-04-08 23:11:14,1
測試B,2022-09-16,2022-09-30,U31caa7a38bbceb461f8b7c069c4ec46f,enter,2022-09-20 11:18:41,,2021-11-10 21:40:18,1
測試B,2022-09-16,2022-09-30,U6622a6346e70fb8c0e8bb14e1008fa02,enter,2022-09-20 11:17:24,,2018-04-06 13:49:47,1
測試B,2022-09-16,2022-09-30,Ue7068eeabc1fc9892223ae80e5ff6d36,enter,2022-09-20 11:15:16,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,U26f8b1472eb7fa88d63786b17ed679cd,enter,2022-09-20 11:14:10,,2019-04-08 23:11:14,1
測試B,2022-09-16,2022-09-30,U6622a6346e70fb8c0e8bb14e1008fa02,enter,2022-09-20 11:06:27,,2018-04-06 13:49:47,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U4a813f88cd72060425b26e784d0ec3fd,enter,2022-09-20 11:05:43,,2021-07-24 18:37:41,1
測試B,2022-09-16,2022-09-30,U26f8b1472eb7fa88d63786b17ed679cd,enter,2022-09-20 11:05:13,,2019-04-08 23:11:14,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 11:03:56,2020-08-07 13:24:32,2022-03-07 19:49:49,1
測試B,2022-09-16,2022-09-30,U8579f39cf6147aeed0dcdd7a1fee86cd,enter,2022-09-20 11:00:03,,2022-07-21 17:08:53,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 10:59:47,2020-08-07 13:24:32,2022-03-07 19:49:49,1
測試B,2022-09-16,2022-09-30,U32e982fcb8a109b52454474f618a6245,enter,2022-09-20 10:58:38,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,U26f8b1472eb7fa88d63786b17ed679cd,enter,2022-09-20 10:56:47,,2019-04-08 23:11:14,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 10:54:29,2020-08-07 13:24:32,2022-03-07 19:49:49,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U9912d06c11fdf3270863592632a5ac30,enter,2022-09-20 10:53:53,2021-06-25 14:47:46,2021-06-25 11:56:27,1
測試B,2022-09-16,2022-09-30,U4bfdb08a3b3aecf643579448a76481c1,enter,2022-09-20 10:52:07,,0000-00-00 00:00:00,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Ub74e5e631bd84ab5ba8f5833b00029f0,enter,2022-09-20 10:51:31,2022-02-10 13:29:17,2022-03-17 19:17:29,1
測試B,2022-09-16,2022-09-30,U31caa7a38bbceb461f8b7c069c4ec46f,enter,2022-09-20 10:49:06,,2021-11-10 21:40:18,1
測試B,2022-09-16,2022-09-30,U8579f39cf6147aeed0dcdd7a1fee86cd,enter,2022-09-20 10:45:01,,2022-07-21 17:08:53,1
測試B,2022-09-16,2022-09-30,U425e726360631db3cdfb11794db2db4b,enter,2022-09-20 10:45:00,,2021-06-08 11:48:03,1
測試B,2022-09-16,2022-09-30,U8579f39cf6147aeed0dcdd7a1fee86cd,enter,2022-09-20 10:41:40,,2022-07-21 17:08:53,1
測試B,2022-09-16,2022-09-30,U0841647413099aae85e200808513b729,enter,2022-09-20 10:36:31,2022-07-11 15:26:18,,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Ub74e5e631bd84ab5ba8f5833b00029f0,enter,2022-09-20 10:35:23,2022-02-10 13:29:17,2022-03-17 19:17:29,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 10:33:50,2020-08-07 13:24:32,2022-03-07 19:49:49,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,Ub74e5e631bd84ab5ba8f5833b00029f0,enter,2022-09-20 10:33:49,2022-02-10 13:29:17,2022-03-17 19:17:29,1
測試B,2022-09-16,2022-09-30,U0841647413099aae85e200808513b729,push,2022-09-20 10:33:45,2022-07-11 15:26:18,,1
測試B,2022-09-16,2022-09-30,U0841647413099aae85e200808513b729,enter,2022-09-20 10:33:45,2022-07-11 15:26:18,,1
測試B,2022-09-16,2022-09-30,U8579f39cf6147aeed0dcdd7a1fee86cd,enter,2022-09-20 10:32:32,,2022-07-21 17:08:53,1
測試B,2022-09-16,2022-09-30,U4bfdb08a3b3aecf643579448a76481c1,push,2022-09-20 10:31:54,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,U4bfdb08a3b3aecf643579448a76481c1,enter,2022-09-20 10:31:54,,0000-00-00 00:00:00,1
最強穩膚精華，周年慶先試再買,2022-09-12,2022-09-25,U4a813f88cd72060425b26e784d0ec3fd,enter,2022-09-20 10:29:44,,2021-07-24 18:37:41,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 10:29:24,2020-08-07 13:24:32,2022-03-07 19:49:49,1
測試B,2022-09-16,2022-09-30,U26f8b1472eb7fa88d63786b17ed679cd,push,2022-09-20 10:28:24,,2019-04-08 23:11:14,1
測試B,2022-09-16,2022-09-30,U26f8b1472eb7fa88d63786b17ed679cd,enter,2022-09-20 10:28:24,,2019-04-08 23:11:14,1
測試B,2022-09-16,2022-09-30,Ue7068eeabc1fc9892223ae80e5ff6d36,enter,2022-09-20 10:22:11,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,U31caa7a38bbceb461f8b7c069c4ec46f,enter,2022-09-20 10:17:47,,2021-11-10 21:40:18,1
